PRIMARY_KEY,REP_DATE,REP_TIME,LOCATION,X_COORDINATE,Y_COORDINATE,APD_sector,CouncilDistrict,county_description,ZIP,CENSUS_TRACT,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Based On,Search Found
2018650970,03/06/2018,1419,S IH 35 SVRD SB / E RIVERSIDE DR,3116702,10063521,HE,Council District 9,TRAVIS COUNTY,78704,14.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,
20181141400,04/24/2018,1834,2901 GOVALLE AVE,3126198,10070634,CH,Council District 3,TRAVIS COUNTY,78702,8.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
20181141400,04/24/2018,1834,2901 GOVALLE AVE,3126198,10070634,CH,Council District 3,TRAVIS COUNTY,78702,8.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018111233,01/11/2018,1750,7900 N IH 35 SVRD SB,3127475,10097810,ED,Council District 4,TRAVIS COUNTY,78753,18.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,
2018130954,01/13/2018,1656,8500 GEORGIAN DR,3126815,10101318,ED,Council District 4,TRAVIS COUNTY,78753,18.06,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,PROBABLE CAUSE,NOTHING
2018451306,02/14/2018,1931,700 W CRESTLAND DR,3122515,10097706,ID,Council District 4,TRAVIS COUNTY,78752,18.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,CASH
201891595,01/09/2018,2315,1700 E 38TH HALF ST,3123373,10079595,CH,Council District 9,TRAVIS COUNTY,78722,3.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
201891622,01/09/2018,2324,11700 BURNET RD,3121142,10119848,AD,Council District 7,TRAVIS COUNTY,78758,18.49,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
201810302,01/01/2018,117,7100 CHIMNEY CORNERS,3107811,10103076,BA,Council District 10,TRAVIS COUNTY,78731,17.51,,Moving Traffic Violation,M,MIDDLE EASTERN,NO,,
2018641139,03/05/2018,1701,1054 SPRINGDALE RD,3129983,10072500,CH,Council District 1,TRAVIS COUNTY,78721,21.11,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,BLACK,YES,PROBABLE CAUSE,DRUGS
2018931670,04/03/2018,2251,E APPLEGATE DR / BROWNIE DR,3132273,10108155,ED,Council District 4,TRAVIS COUNTY,78753,18.23,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018700281,03/11/2018,518,1200 N IH 35 NB,3117640,10072425,BA,Council District 1,TRAVIS COUNTY,78701,8.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,NO,,
2018880079,03/29/2018,234,FAIRBANKS DR / GRAND CANYON DR,3129382,10093465,ID,Council District 4,TRAVIS COUNTY,78752,18.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018480036,02/17/2018,27,1309 NUECES ST,3113354,10074000,BA,Council District 9,TRAVIS COUNTY,78701,7,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018621437,03/03/2018,2010,8128 N IH 35 SVRD SB,3127901,10098807,ED,Council District 4,TRAVIS COUNTY,78753,18.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018661506,03/07/2018,2116,8800 N IH 35 SVRD NB,3129657,10101528,ED,Council District 4,TRAVIS COUNTY,78753,18.13,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,BLACK,YES,INCIDENTAL TO ARREST,CASH
2018971659,04/07/2018,2308,2300 W 7TH ST,3105204,10075051,BA,Council District 10,TRAVIS COUNTY,78703,16.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,DRUGS
2018980118,04/08/2018,113,12900 S IH 35 NB,3095248,10013423,FR,Council District 5,TRAVIS COUNTY,78747,24.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,ALCOHOL
2018101271,01/10/2018,2022,5917 HIDDEN VALLEY TRL,3114373,10041417,FR,Council District 2,TRAVIS COUNTY,78744,24.13,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018130246,01/13/2018,828,3848 AIRPORT BLVD,3125168,10078793,CH,Council District 9,TRAVIS COUNTY,78722,3.07,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),F,WHITE,YES,INCIDENTAL TO ARREST,DRUGS
2018771636,03/18/2018,2111,BANTOM WOODS BND / FM 969 RD,3149043,10072902,CH,Council District 1,TRAVIS COUNTY,78724,22.08,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181130300,04/23/2018,652,200 BLOCK E BRAKER LN,3133611,10111176,ED,Council District 7,TRAVIS COUNTY,78753,18.24,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
2018190140,01/19/2018,623,4900 REPUBLIC OF TEXAS BLVD,3085390,10061250,DA,Council District 8,TRAVIS COUNTY,78735,19.14,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,DRUGS
2018520057,02/21/2018,128,200 S CONGRESS AVE,3113386,10068034,DA,Council District 9,TRAVIS COUNTY,78704,13.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,OTHER
2018220045,01/22/2018,141,S LAMAR BLVD / DICKSON DR,3102812,10062223,DA,Council District 5,TRAVIS COUNTY,78704,20.05,,Moving Traffic Violation,M,WHITE,NO,,
2018110967,01/11/2018,1506,9300 S IH 35 SVRD SB,3100423,10033116,FR,Council District 5,TRAVIS COUNTY,78748,24.21,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018640097,03/05/2018,233,1100 W 6TH ST,3110419,10072168,BA,Council District 9,TRAVIS COUNTY,78703,12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018631594,03/05/2018,113,9700 N LAMAR BLVD,3128584,10107079,ED,Council District 4,TRAVIS COUNTY,78758,18.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018620067,03/03/2018,158,HACKBERRY ST / NAVASOTA ST,3119222,10071501,CH,Council District 1,TRAVIS COUNTY,78702,8.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,NOTHING
2018451569,02/14/2018,2230,TERI RD / FREIDRICH LN,3111345,10047119,FR,Council District 2,TRAVIS COUNTY,78744,24.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018610607,03/02/2018,1155,3600 PRESIDENTIAL BLVD,3138850,10047302,AP,Council District 2,TRAVIS COUNTY,78719,9800,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018141092,01/14/2018,1927,10900 RESEARCH BLVD SVRD SB,3112101,10119331,AD,Council District 10,TRAVIS COUNTY,78759,17.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018650208,03/06/2018,357,1901 E WILLIAM CANNON DR,3107757,10041483,FR,Council District 2,TRAVIS COUNTY,78744,24.27,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018650756,03/06/2018,1156,1800 BURTON DR,3118973,10059156,HE,Council District 3,TRAVIS COUNTY,78741,23.15,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,OTHER
201870983,01/07/2018,1730,1900 W RUNDBERG LN,3121973,10108807,ED,Council District 4,TRAVIS COUNTY,78758,18.2,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018691431,03/10/2018,1813,4000 MANOR RD,3130160,10079044,BA,Council District 9,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,DRUGS
2018691842,03/10/2018,2242,970 SPRINGDALE RD,3129100,10070067,CH,Council District 3,TRAVIS COUNTY,78702,8.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
20181141475,04/24/2018,1919,900 E BRAKER LN,3135284,10110825,ED,Council District 1,TRAVIS COUNTY,78753,18.32,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018331885,02/03/2018,117,8300 N IH 35 SVRD NB,3128696,10099669,ED,Council District 4,TRAVIS COUNTY,78753,18.13,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018800533,03/21/2018,909,300 E RUNDBERG LN,3129570,10104644,ED,Council District 4,TRAVIS COUNTY,78753,18.23,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018191518,01/19/2018,2042,1200 S MOPAC EXPY SVRD SB,3100247,10069191,DA,Council District 8,TRAVIS COUNTY,78746,19.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
20181071841,04/17/2018,2327,3400 FAR WEST BLVD,3111447,10101244,BA,Council District 10,TRAVIS COUNTY,78731,17.52,,Moving Traffic Violation,M,WHITE,NO,,
2018141074,01/14/2018,1829,NORTHWESTERN AVE / ROSEWOOD AVE,3122546,10071670,CH,Council District 1,TRAVIS COUNTY,78702,8.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018281580,01/29/2018,35,1812 E 20TH ST,3120862,10075604,CH,Council District 1,TRAVIS COUNTY,78722,4.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018300858,01/30/2018,1416,4300 S IH 35 SVRD NB,3111559,10050552,FR,Council District 2,TRAVIS COUNTY,78744,24.11,,Moving Traffic Violation,M,WHITE,NO,,
2018641208,03/05/2018,1741,2204 AIRPORT BLVD,3125686,10077363,CH,Council District 1,TRAVIS COUNTY,78722,4.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018101152,01/10/2018,1744,N IH 35 SVRD SB / E ANDERSON LN SVRD WB,3127002,10097039,ID,Council District 4,TRAVIS COUNTY,78752,18.04,,Moving Traffic Violation,F,BLACK,NO,,
2018661636,03/08/2018,56,800 E 8TH ST,3117297,10070629,GE,Council District 1,TRAVIS COUNTY,78702,9.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,CASH
2018671576,03/09/2018,208,109 W ANDERSON LN SVRD EB,3125409,10098543,ID,Council District 4,TRAVIS COUNTY,78752,18.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,
2018151139,01/15/2018,1810,MANOR RD / BERKMAN DR,3128100,10078724,CH,Council District 1,TRAVIS COUNTY,78723,21.09,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,
2018300468,01/30/2018,1001,5100 S 1ST ST,3103456,10050371,DA,Council District 3,TRAVIS COUNTY,78745,20.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018460122,02/15/2018,251,2800 N IH 35 NB,3120109,10078225,BA,Council District 9,TRAVIS COUNTY,78705,4.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018661560,03/07/2018,2129,5900 BLOCK N MOPAC EXPY SB,3110677,10098307,BA,Council District 10,TRAVIS COUNTY,78731,17.18,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,PROBABLE CAUSE,NOTHING
2018601156,03/01/2018,1603,400 W ANDERSON LN EB,3124697,10099117,ID,Council District 4,TRAVIS COUNTY,78752,18.04,,Moving Traffic Violation,M,WHITE,NO,,
2018641015,03/05/2018,1543,4300 AIRPORT BLVD,3124521,10081905,CH,Council District 9,TRAVIS COUNTY,78722,3.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,
20181051717,04/16/2018,108,6110 GARDENRIDGE HOLW,3098991,10108017,AD,Council District 10,TRAVIS COUNTY,78750,17.16,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018440054,02/13/2018,138,W ST JOHNS AVE / N LAMAR BLVD,3121580,10096876,ID,Council District 7,TRAVIS COUNTY,78757,15.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018930136,04/03/2018,227,800 E 7TH ST,3117177,10070292,GE,Council District 1,TRAVIS COUNTY,78702,9.01,,Moving Traffic Violation,F,WHITE,NO,,
2018471032,02/16/2018,1350,3800 AIRPORT BLVD,3125308,10078120,CH,Council District 9,TRAVIS COUNTY,78722,4.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,
2018710147,03/12/2018,333,11400 N MOPAC EXPY SVRD SB,3116932,10121756,AD,Council District 7,TRAVIS COUNTY,78759,17.54,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018960908,04/22/2018,1015,1600 E 51ST ST,3127324,10084417,ID,Council District 4,TRAVIS COUNTY,78723,21.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,
2018161181,01/17/2018,6,1919 S PLEASANT VALLEY RD,3121139,10058528,HE,Council District 3,TRAVIS COUNTY,78741,23.18,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018351250,02/04/2018,2147,2912 PECAN SPRINGS RD,3132762,10082980,ID,Council District 1,TRAVIS COUNTY,78723,21.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018220954,01/22/2018,1509,13000 BLOCK MC CALLEN PASS,3138030,10123585,ED,Council District 7,TRAVIS COUNTY,78753,18.39,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,OTHER
2018521270,02/21/2018,1838,1600 GROVE BLVD,3125983,10057278,HE,Council District 3,TRAVIS COUNTY,78741,23.18,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018700484,03/11/2018,931,4537 S IH 35 SVRD NB,3111018,10048996,FR,Council District 2,TRAVIS COUNTY,78744,24.11,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
2018710732,03/12/2018,1226,FLORES ST / N IH 35 SVRD NB,3116509,10065604,GE,Council District 3,TRAVIS COUNTY,78702,10,,Moving Traffic Violation,F,WHITE,NO,,
20181040065,04/13/2018,2330,9200 E HUNTERS TRCE,3123644,10107048,ED,Council District 4,TRAVIS COUNTY,78758,18.2,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,NO,,
2018261854,01/27/2018,31,4400 E RIVERSIDE DR,3121097,10058433,HE,Council District 3,TRAVIS COUNTY,78741,23.18,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,NO,,
2018460852,02/15/2018,1319,15000 N IH 35 NB,3136413,10134936,ED,Council District 7,TRAVIS COUNTY,78660,18.57,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018692049,03/10/2018,2342,700 S MOPAC EXPY SB,3103296,10070685,DA,Council District 8,TRAVIS COUNTY,78746,19.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018171714,01/18/2018,340,MILLRACE DR / LOYOLA LN,3141040,10084108,CH,Council District 1,TRAVIS COUNTY,78724,22.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,
2018490257,02/18/2018,520,5500 BLOCK AIRPORT BLVD,3123050,10088841,ID,Council District 4,TRAVIS COUNTY,78751,15.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,DRUGS
2018490213,02/18/2018,516,3200 W ANDERSON LN,3113954,10104934,BA,Council District 7,TRAVIS COUNTY,78757,18.17,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,PROBABLE CAUSE,NOTHING
2018470077,02/16/2018,100,13900 N US 183 HWY SVRD NB,3095466,10143880,AD,Council District 6,WILLIAMSON COUNTY,78717,203.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,MIDDLE EASTERN,YES,INCIDENTAL TO ARREST,NOTHING
2018470352,02/16/2018,630,9100 WATERFORD CENTRE BLVD,3117292,10110324,AD,Council District 7,TRAVIS COUNTY,78758,18.49,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
20181061848,04/16/2018,2355,1200 W 6TH ST,3109730,10072438,BA,Council District 9,TRAVIS COUNTY,78703,12,,Moving Traffic Violation,M,WHITE,NO,,
2018261720,01/26/2018,2249,10500 WENDTS WAY,3093951,10138370,AD,Council District 6,WILLIAMSON COUNTY,78750,204.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,
2018270337,01/27/2018,648,12300 S IH 35 SB,3096536,10017642,FR,Council District 5,TRAVIS COUNTY,78652,24.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018531053,02/22/2018,1647,5900 WILCAB RD,3135806,10073108,CH,Council District 1,TRAVIS COUNTY,78721,21.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,
2018841641,03/25/2018,2246,E 7TH ST / N IH 35 SVRD NB,3117148,10070275,GE,Council District 3,TRAVIS COUNTY,78702,9.02,,Moving Traffic Violation,F,ASIAN,NO,,
2018350193,02/04/2018,335,800 BLOCK PAYTON GIN RD,3126765,10103805,ED,Council District 4,TRAVIS COUNTY,78758,18.19,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018811652,03/22/2018,1919,13161 MILL STONE DR,3099334,10141381,AD,Council District 6,WILLIAMSON COUNTY,78729,204.08,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,INCIDENTAL TO ARREST,DRUGS
2018921642,04/02/2018,2220,4714 NUCKOLS CROSSING RD,3116793,10045232,FR,Council District 2,TRAVIS COUNTY,78744,24.13,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,FRISK FOR SAFETY,NOTHING
201840978,01/04/2018,1620,5307 PROCK LN,3132775,10070933,CH,Council District 3,TRAVIS COUNTY,78721,21.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,DRUGS
201840978,01/04/2018,1620,5307 PROCK LN,3132775,10070933,CH,Council District 3,TRAVIS COUNTY,78721,21.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018381355,02/07/2018,2056,2000 WOODWARD ST,3114537,10052721,HE,Council District 3,TRAVIS COUNTY,78741,23.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,INCIDENTAL TO ARREST,OTHER
2018860115,03/27/2018,259,RADCLIFF DR / CAMERON RD,3129943,10092594,ID,Council District 4,TRAVIS COUNTY,78752,18.11,,Moving Traffic Violation,M,BLACK,NO,,
2018860115,03/27/2018,259,RADCLIFF DR / CAMERON RD,3129943,10092594,ID,Council District 4,TRAVIS COUNTY,78752,18.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181090998,04/19/2018,1439,8500 N IH 35 SB SVC,,,,,,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018171228,01/17/2018,1736,100 WOODWARD ST,3109203,10056653,DA,Council District 3,TRAVIS COUNTY,78704,23.08,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,CASH
2018510091,02/20/2018,435,1600 N IH 35 NB,3117967,10073701,CH,Council District 1,TRAVIS COUNTY,78702,8.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018660114,03/07/2018,203,11680 RESEARCH BLVD SB,3111539,10125237,AD,Council District 10,TRAVIS COUNTY,78759,25,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
20181131729,04/24/2018,53,EBERT AVE / SARA DR,3131895,10071021,CH,Council District 3,TRAVIS COUNTY,78721,21.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
201841064,01/04/2018,1744,9300 BLOCK QUAIL MEADOW DR,3124150,10107146,ED,Council District 4,TRAVIS COUNTY,78758,18.2,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,WEAPONS
2018141464,01/15/2018,46,80 SAN MARCOS ST,3116689,10067503,GE,Council District 3,TRAVIS COUNTY,78702,10,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018190150,01/19/2018,503,6500 MANCHACA RD,3094855,10048261,DA,Council District 5,TRAVIS COUNTY,78745,17.13,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018190090,01/19/2018,253,10200 N IH 35 SB,3132392,10107120,ED,Council District 4,TRAVIS COUNTY,78753,18.23,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
2018670449,03/08/2018,857,686 N IH 35 SB,3116939,10070268,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO,,
2018781766,03/19/2018,1833,408 W BRAKER LN,3131922,10112194,ED,Council District 7,TRAVIS COUNTY,78753,18.24,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
201830107,01/03/2018,205,800 S IH 35 NB,3116778,10063836,HE,Council District 9,TRAVIS COUNTY,78741,23.04,,Moving Traffic Violation,F,WHITE,NO,,
2018151553,01/15/2018,2303,4400 N IH 35 SVRD NB,3122769,10083182,CH,Council District 9,TRAVIS COUNTY,78722,3.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018831615,03/24/2018,2317,NUCKOLS CROSSING RD / PALO BLANCO LN,3115480,10042216,FR,Council District 2,TRAVIS COUNTY,78744,24.31,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
