PRIMARY_KEY,REP_DATE,REP_TIME,LOCATION,X_COORDINATE,Y_COORDINATE,APD_sector,CouncilDistrict,county_description,ZIP,CENSUS_TRACT,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Based On,Search Found
2018851492,03/26/2018,2010,900 BARTON SPRINGS RD,3110900,10067827,DA,Council District 9,TRAVIS COUNTY,78704,13.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
20183380603,12/04/2018,1032,W 14TH ST / LAVACA ST,3114407,10073883,BA,Council District 1,TRAVIS COUNTY,78701,7,,Moving Traffic Violation,M,BLACK,NO,,
2018220493,01/22/2018,930,BARWOOD PARK / N IH 35 SVRD SB,3128801,10100276,ED,Council District 4,TRAVIS COUNTY,78753,18.06,,Moving Traffic Violation,F,BLACK,NO,,
20183570460,12/23/2018,906,2400 BLOCK WICKERSHAM LN,3120814,10056202,HE,Council District 3,TRAVIS COUNTY,78741,23.14,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
201870517,01/07/2018,1017,6900 CARVER AVE,3126863,10092793,ID,Council District 4,TRAVIS COUNTY,78752,18.12,,Moving Traffic Violation,M,BLACK,NO,,
2018331919,02/02/2018,2359,2107 S CONGRESS AVE,3111599,10061552,HE,Council District 9,TRAVIS COUNTY,78704,14.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
20183521336,12/18/2018,1841,E WILLIAM CANNON DR / S CONGRESS AVE,3103555,10043201,FR,Council District 2,TRAVIS COUNTY,78745,24.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20183340180,11/30/2018,255,E 6TH ST / CONGRESS AVE,3114309,10070753,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,OTHER
20183490064,12/15/2018,38,3900 TODD LN,3116752,10050802,FR,Council District 2,TRAVIS COUNTY,78744,24.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,CASH
2018621529,03/04/2018,207,6700 BLOCK N IH 35 SVRD SB,3125109,10092138,ID,Council District 4,TRAVIS COUNTY,78752,15.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20183490425,12/15/2018,752,4600 BLOCK GALAPAGOS DR,3079795,10047493,DA,Council District 8,TRAVIS COUNTY,78749,17.77,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,DRUGS
20182711816,09/28/2018,2113,7424 E US 290 HWY SVRD WB,3134363,10092182,ID,Council District 1,TRAVIS COUNTY,78752,18.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018111427,01/11/2018,2243,310 E RUNDBERG LN,3129697,10104632,ED,Council District 4,TRAVIS COUNTY,78753,18.23,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,CASH
2018110941,01/11/2018,1635,6400 BLOCK S 1ST ST,3101203,10045799,FR,Council District 2,TRAVIS COUNTY,78745,24.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,OTHER
2018370057,02/06/2018,53,N IH 35 SVRD NB / E ST JOHNS AVE,3126097,10094499,ID,Council District 4,TRAVIS COUNTY,78752,18.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181230106,05/03/2018,238,3100 E SH 71 EB,3146340,10048460,HE,Council District 2,TRAVIS COUNTY,78617,9800,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181150103,04/25/2018,136,5307 E RIVERSIDE DR,3123876,10056602,HE,Council District 3,TRAVIS COUNTY,78741,23.14,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181360216,05/16/2018,700,2500 LONGVIEW ST,3111601,10078604,BA,Council District 9,TRAVIS COUNTY,78705,6.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,MIDDLE EASTERN,YES,INCIDENTAL TO ARREST,NOTHING
2018730090,03/14/2018,117,10000 N LAMAR BLVD,3128495,10107901,ED,Council District 4,TRAVIS COUNTY,78758,18.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
20183030008,10/30/2018,305,6800 CAMERON RD,3129143,10091105,ID,Council District 4,TRAVIS COUNTY,78752,18.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018590109,02/28/2018,157,W BRAKER LN / RESEARCH BLVD SVRD SB,3112093,10118892,AD,Council District 10,TRAVIS COUNTY,78759,17.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
20182411962,08/30/2018,106,E 51ST ST / HARMON AVE,3123686,10086386,BA,Council District 9,TRAVIS COUNTY,78751,3.04,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018340103,02/03/2018,154,6000 S PLEASANT VALLEY RD,3113846,10041318,FR,Council District 2,TRAVIS COUNTY,78744,24.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,DRUGS
2018351544,02/04/2018,2317,500 BLOCK GUADALUPE ST,3113134,10070913,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
20183621177,12/28/2018,1735,3400 VINTAGE HILLS CV,3138185,10089849,ID,Council District 1,TRAVIS COUNTY,78723,21.13,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,OTHER
2018410816,02/10/2018,1312,12719 BURNET RD,3125951,10128143,AD,Council District 7,TRAVIS COUNTY,78727,18.48,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018420005,02/11/2018,6,10000 BLOCK N IH 35 SVRD NB,3131538,10105148,ED,Council District 4,TRAVIS COUNTY,78753,18.33,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018421253,02/11/2018,2311,7201 S CONGRESS AVE,3103136,10041017,FR,Council District 2,TRAVIS COUNTY,78745,24.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO,,
20181090713,04/19/2018,1142,2400 TERI RD,3113602,10045540,FR,Council District 2,TRAVIS COUNTY,78744,24.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018270631,01/27/2018,1257,2711 S IH 35 SVRD NB,3114575,10056441,HE,Council District 3,TRAVIS COUNTY,78741,23.07,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,PROBABLE CAUSE,DRUGS
2018270631,01/27/2018,1257,2711 S IH 35 SVRD NB,3114575,10056441,HE,Council District 3,TRAVIS COUNTY,78741,23.07,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,DRUGS
2018450074,02/14/2018,232,300 BLOCK DAWSON RD,3110317,10068030,DA,Council District 9,TRAVIS COUNTY,78704,13.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018641119,03/05/2018,1649,3000 MANOR RD,3125699,10077684,BA,Council District 1,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,
20181021414,04/12/2018,1932,10400 DOC HOLLIDAY TRL,3131498,10107962,ED,Council District 4,TRAVIS COUNTY,78753,18.23,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,DRUGS
20181130038,04/23/2018,353,1931 E 38TH HALF ST,3126061,10078660,BA,Council District 1,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018901411,03/31/2018,2032,MC BEE ST / BERKMAN DR,3127495,10081722,BA,Council District 9,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018771851,03/18/2018,2321,DESSAU RD / SHROPSHIRE BLVD,3139912,10111093,ED,Council District 1,TRAVIS COUNTY,78754,18.34,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018221635,01/22/2018,2210,1700 WILLOW CREEK DR,3119640,10059606,HE,Council District 3,TRAVIS COUNTY,78741,23.16,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018742212,03/15/2018,2339,9415 BURNET RD,3119059,10110811,AD,Council District 7,TRAVIS COUNTY,78758,18.49,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,OTHER
2018931811,04/03/2018,2345,8500 N IH 35 SVRD SB,3128712,10100432,ED,Council District 4,TRAVIS COUNTY,78753,18.06,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
20181141318,04/24/2018,1748,12000 N MOPAC EXPY NB,3122119,10122102,AD,Council District 7,TRAVIS COUNTY,78758,18.49,,Moving Traffic Violation,M,WHITE,NO,,
201860133,01/06/2018,143,100 N IH 35 SVRD SB,3116258,10068343,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
201861626,01/06/2018,2237,539 W OLTORF ST,3109375,10061066,DA,Council District 3,TRAVIS COUNTY,78704,13.08,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018230171,01/23/2018,351,HARVEY ST / E MARTIN LUTHER KING JR BLVD,3125946,10076203,CH,Council District 1,TRAVIS COUNTY,78722,4.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018360123,02/05/2018,533,TRINITY ST / E 4TH ST,3115220,10069746,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,CASH
2018361080,02/05/2018,1748,8911 SLAYTON DR,3128079,10103424,ED,Council District 4,TRAVIS COUNTY,78753,18.06,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
2018370028,02/06/2018,108,2900 LAGERWAY CV,3085440,10038934,FR,Council District 5,TRAVIS COUNTY,78748,17.46,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,PROBABLE CAUSE,NOTHING
2018461645,02/15/2018,2147,2000 S LAMAR BLVD,3106645,10063789,DA,Council District 5,TRAVIS COUNTY,78704,13.04,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018821373,03/23/2018,1831,AIRPORT BLVD / E 51ST ST,3122603,10086955,ID,Council District 9,TRAVIS COUNTY,78751,3.04,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,WEAPONS
2018481118,02/17/2018,1752,1046 BROADVIEW ST,3126942,10090030,ID,Council District 1,TRAVIS COUNTY,78723,21.05,,Moving Traffic Violation,M,WHITE,NO,,
2018190152,01/19/2018,223,7200 N IH 35 SVRD NB,3126120,10094600,ID,Council District 4,TRAVIS COUNTY,78752,18.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,OTHER
2018181557,01/18/2018,2212,ROBERT T MARTINEZ JR ST / E CESAR CHAVEZ ST,3121398,10066452,CH,Council District 3,TRAVIS COUNTY,78702,9.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
20181150029,04/25/2018,133,1800 SIMOND AVE,3125808,10081882,BA,Council District 9,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,PROBABLE CAUSE,DRUGS
20181141865,04/24/2018,2315,4515 AIRPORT BLVD,3122580,10084166,BA,Council District 9,TRAVIS COUNTY,78751,3.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
20181141865,04/24/2018,2315,4515 AIRPORT BLVD,3122580,10084166,BA,Council District 9,TRAVIS COUNTY,78751,3.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
20181141732,04/24/2018,2252,900 BLOCK LAVACA ST,3113885,10072185,GE,Council District 9,TRAVIS COUNTY,78701,11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018830232,03/24/2018,527,N LAMAR BLVD / PROVINES DR,3130256,10110662,ED,Council District 4,TRAVIS COUNTY,78753,18.23,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
201880860,01/08/2018,1331,9500 N IH 35 NB,3131124,10104520,ED,Council District 4,TRAVIS COUNTY,78753,18.33,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,PROBABLE CAUSE,NOTHING
201880860,01/08/2018,1331,9500 N IH 35 NB,3131124,10104520,ED,Council District 4,TRAVIS COUNTY,78753,18.33,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,NOTHING
2018330096,02/02/2018,113,1200 LUNA ST,3130568,10074918,CH,Council District 1,TRAVIS COUNTY,78721,21.09,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,OTHER
2018920089,04/02/2018,125,5400 S 1ST ST,3103092,10049570,DA,Council District 2,TRAVIS COUNTY,78745,24.1,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
201891574,01/09/2018,2238,SOUTH CENTER ST / GARDEN VILLA LN,3105240,10057345,DA,Council District 3,TRAVIS COUNTY,78704,13.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018800210,03/21/2018,317,6900 GUADALUPE ST,3122058,10095288,ID,Council District 4,TRAVIS COUNTY,78752,15.03,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,WEAPONS
201851709,01/05/2018,2210,11000 N IH 35 NB,3133869,10109799,ED,Council District 1,TRAVIS COUNTY,78753,18.33,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,
2018411046,02/10/2018,1625,1071 SPRINGDALE RD,3130664,10072597,CH,Council District 3,TRAVIS COUNTY,78721,21.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018231181,01/23/2018,1824,E BRAKER LN / BLUFF BEND DR,3135555,10110311,ED,Council District 1,TRAVIS COUNTY,78753,18.33,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018371424,02/06/2018,2146,W WILLIAM CANNON DR / S 1ST ST,3100694,10044621,FR,Council District 2,TRAVIS COUNTY,78745,24.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,NO,,
2018941183,04/04/2018,1645,5300 BLOCK N IH 35 SVRD SB,3124461,10087008,ID,Council District 4,TRAVIS COUNTY,78751,21.05,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,OTHER
2018960094,04/06/2018,103,398 ATLANTA ST,3105338,10073628,BA,Council District 10,TRAVIS COUNTY,78703,16.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018500023,02/19/2018,157,10200 N LAMAR BLVD,3129214,10108662,ED,Council District 4,TRAVIS COUNTY,78758,18.22,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018491627,02/18/2018,2350,1200 W 6TH ST,3109730,10072438,BA,Council District 9,TRAVIS COUNTY,78703,12,,Moving Traffic Violation,M,WHITE,NO,,
20181101925,04/21/2018,27,120 W SLAUGHTER LN,3100598,10033838,FR,Council District 2,TRAVIS COUNTY,78748,24.21,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
201891581,01/09/2018,2249,2900 PECAN CIR,3132852,10083274,ID,Council District 1,TRAVIS COUNTY,78723,21.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018771295,03/18/2018,1732,1600 TERI RD,3110227,10047814,FR,Council District 2,TRAVIS COUNTY,78744,24.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,NO,,
2018730978,03/14/2018,1345,6400 E US 290 HWY SVRD WB,3128046,10090892,ID,Council District 4,TRAVIS COUNTY,78752,18.12,,Moving Traffic Violation,M,BLACK,NO,,
2018121136,01/12/2018,1645,1801 E RIVERSIDE DR,3118695,10061689,HE,Council District 3,TRAVIS COUNTY,78741,23.16,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,NOTHING
2018340211,02/03/2018,241,5600 S 1ST ST,3102467,10048766,FR,Council District 2,TRAVIS COUNTY,78745,24.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018310785,01/31/2018,1400,6900 BERKMAN DR,3130780,10090642,ID,Council District 1,TRAVIS COUNTY,78723,21.04,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,WEAPONS
2018741801,03/15/2018,2011,E 7TH ST / PEDERNALES ST,3123553,10068368,CH,Council District 3,TRAVIS COUNTY,78702,9.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,PROBABLE CAUSE,OTHER
2018741801,03/15/2018,2011,E 7TH ST / PEDERNALES ST,3123553,10068368,CH,Council District 3,TRAVIS COUNTY,78702,9.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,PROBABLE CAUSE,DRUGS
2018931418,04/03/2018,1941,ANDERSON MILL RD / MORRIS RD,3105232,10139013,AD,Council District 6,WILLIAMSON COUNTY,78729,204.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018540147,02/23/2018,226,S CONGRESS AVE / E MILTON ST,3112021,10063045,HE,Council District 9,TRAVIS COUNTY,78704,14.01,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,PROBABLE CAUSE,NOTHING
2018800174,03/21/2018,224,5200 MANCHACA RD,3098222,10052603,DA,Council District 5,TRAVIS COUNTY,78745,17.12,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,OTHER
2018802302,03/22/2018,51,1000 E RIVERSIDE DR,3115801,10064181,HE,Council District 9,TRAVIS COUNTY,78704,14.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,FRISK FOR SAFETY,NOTHING
2018941621,04/04/2018,2126,6708 WOODHUE DR,3097343,10046159,FR,Council District 2,TRAVIS COUNTY,78745,24.09,,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
201880077,01/08/2018,222,9283 N LAMAR BLVD,3127841,10105361,ED,Council District 4,TRAVIS COUNTY,78753,18.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
201880077,01/08/2018,222,9283 N LAMAR BLVD,3127841,10105361,ED,Council District 4,TRAVIS COUNTY,78753,18.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
201870266,01/07/2018,409,E ST JOHNS AVE / CAMERON RD,3129748,10092211,ID,Council District 1,TRAVIS COUNTY,78752,18.11,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,ASIAN,YES,PROBABLE CAUSE,NOTHING
2018240729,01/24/2018,1254,900 E STASSNEY LN,3107590,10045841,DA,Council District 3,TRAVIS COUNTY,78745,24.02,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018240729,01/24/2018,1254,900 E STASSNEY LN,3107590,10045841,DA,Council District 3,TRAVIS COUNTY,78745,24.02,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,NOTHING
2018231326,01/23/2018,1936,18000 BLOCK S IH 35 SB,,,,,,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CONSENT,CASH
201861316,01/06/2018,1938,3000 MANOR RD,3125699,10077684,BA,Council District 1,TRAVIS COUNTY,78723,3.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,
2018110098,01/11/2018,148,12800 BLOCK HARRIS RIDGE BLVD,3140620,10120989,ED,Council District 7,TRAVIS COUNTY,78753,18.39,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,PROBABLE CAUSE,DRUGS
2018331328,02/02/2018,1920,N MOPAC EXPY SVRD SB / RESEARCH BLVD SVRD SB,3114072,10111522,BA,Council District 10,TRAVIS COUNTY,78759,17.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,INCIDENTAL TO ARREST,NOTHING
2018481825,02/18/2018,123,4600 BURNET RD,3114442,10088555,BA,Council District 7,TRAVIS COUNTY,78756,2.06,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018610847,03/02/2018,1247,5330 N IH 35 SVRD SB,3124538,10087177,ID,Council District 4,TRAVIS COUNTY,78751,21.05,,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,
2018270282,01/27/2018,623,3900 N IH 35 SB,3121651,10081243,BA,Council District 9,TRAVIS COUNTY,78751,3.07,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,INCIDENTAL TO ARREST,NOTHING
2018811417,03/22/2018,1837,1201 E RUNDBERG LN,3132868,10102387,ED,Council District 4,TRAVIS COUNTY,78753,18.13,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,PROBABLE CAUSE,NOTHING
2018131358,01/13/2018,2308,5300 DUVAL RD,3112910,10125474,AD,Council District 6,TRAVIS COUNTY,78727,17.45,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,INCIDENTAL TO ARREST,NOTHING
2018340211,02/03/2018,241,5600 S 1ST ST,3102467,10048766,FR,Council District 2,TRAVIS COUNTY,78745,24.1,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,PROBABLE CAUSE,NOTHING
